,id,date,text,likes,retweet,comments,urls
113,1214494338807255040,2020-01-07 10:29:49+00:00,Which one are you?Beyblade:- Garang- Suka berpusing- Biceps dan triceps kuatHello Kitty:- Miaw- Mau - Pur… https://t.co/cx2aYv5nQE,252,34,6,[{'url': 'https://t.co/cx2aYv5nQE'}]
114,1318890173548032000,2020-10-21 12:21:35+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/u9X9WcuXCU,21,2,4,[{'url': 'https://t.co/u9X9WcuXCU'}]
115,1271121245669482496,2020-06-11 16:44:55+00:00,"Bila raya sebulan dah over,Tapi kau masih tak menerima duit raya https://t.co/nN4FV6ry7d",328,66,10,[]
116,1385586757324791810,2021-04-23 13:30:00+00:00,"Setiap selera anda sekeluarga, pastinya ada di McD. Buka puasa bersama yang tersayang kini lebih mudah, pesan melal… https://t.co/oTuSuFpfzj",14,2,1,[{'url': 'https://t.co/oTuSuFpfzj'}]
117,1255836742512340994,2020-04-30 12:29:46+00:00,"Tips untuk surprise gf/bf korang:Order McDelivery, pastikan ada McFlurry dan pie dan hantar ke alamat rumah dia. https://t.co/88DBsyiCk1",225,85,9,[]
118,1321652114515324928,2020-10-29 03:16:33+00:00,👀 Korang.. ada benda lah dalam poket tu. Oh ada Minions emas! Cepat screenshot semua Minions emas &amp; RT dengan jaw… https://t.co/yzzXUNGMft,129,40,10,[{'url': 'https://t.co/yzzXUNGMft'}]
119,1202171888811704320,2019-12-04 10:24:48+00:00,"Para saudara saudari,Tak yah la rindu-rindu lagi,Burger Pr_s_er_ty kini kembali! Isikan tempat kosong and win nothing.",1178,414,10,[]
120,1353963341429891073,2021-01-26 07:09:50+00:00,Yang komen-komen kat bawah ni.Y'all okay ke? https://t.co/CR8vSOaqbC,76,11,8,[{'url': 'https://t.co/CR8vSOaqbC'}]
121,1182242817852071936,2019-10-10 10:33:47+00:00,https://t.co/yuw7PlgyKv https://t.co/XVK0Db4vZs,137,53,1,[{'url': 'https://t.co/yuw7PlgyKv'}]
122,1318160461095825408,2020-10-19 12:01:58+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/TuldxrjoqT,32,7,8,[{'url': 'https://t.co/TuldxrjoqT'}]
123,1283592438599184385,2020-07-16 02:41:00+00:00,Monster Jam dan Cutie Cars kini kembali di McDonald’s! Jangan ketinggalan dan kumpulkan koleksi mainan ini dengan s… https://t.co/QVmdo7AStJ,30,6,0,[{'url': 'https://t.co/QVmdo7AStJ'}]
124,1267255924428701696,2020-06-01 00:45:31+00:00,Gayu Guru Gerai Nyamai! Raikan dengan penuh keceriaan. Selamat Hari Gawai daripada kami di Mekdi. https://t.co/QQne2vLsOs,78,14,1,[]
125,1338747877514903553,2020-12-15 07:29:01+00:00,Sesiapa yang tahu tolong bagitahu pada yang taktahu yang mereka patut tahu jika mereka beli Mekdi dan bayar menggun… https://t.co/GBXM7v75W6,114,27,3,[{'url': 'https://t.co/GBXM7v75W6'}]
126,1153233311046615040,2019-07-22 09:20:22+00:00,Bila boleh makan semua McNuggets sorang-sorang tanpa housemates minta sikit https://t.co/67UpaH5NdC,305,79,10,[]
127,1194895195055116288,2019-11-14 08:29:49+00:00,"Pada yang tak sempat ke stadium tu. Jangan bersedih, kita boleh tonton di rumah.Sambil makan mana-mana burger dag… https://t.co/lVeCIUNjg0",375,85,10,[{'url': 'https://t.co/lVeCIUNjg0'}]
128,1360076160105738240,2021-02-12 04:00:00+00:00,Meriahkan lagi sambutan Tahun Baharu Cina dengan Burger Ayam Pedas dan Epal! Pesan sekarang melalui McDelivery atau… https://t.co/N786jXfmOe,21,6,1,[{'url': 'https://t.co/N786jXfmOe'}]
